               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.065131,            0.021065,            0.025214,            0.091112,             0.28571,             0.15295,            0.076349,            0.092147,            0.015371,            0.025928,            0.057486,            0.004486,            0.004486
                  24,            0.068283,            0.022294,            0.023425,             0.13284,             0.28571,             0.14273,            0.064305,            0.090781,            0.015526,            0.025539,            0.055667,           0.0046672,           0.0046672
                  25,            0.065353,            0.024325,            0.023186,             0.32802,             0.27433,             0.32732,             0.10609,            0.089126,            0.015725,            0.025142,            0.053848,           0.0048475,           0.0048475
                  26,            0.064574,            0.027282,            0.022905,             0.67884,             0.28571,               0.245,            0.069039,            0.092991,            0.014804,            0.024626,            0.052027,           0.0050272,           0.0050272
                  27,            0.064572,             0.02504,            0.023491,             0.67884,             0.28571,               0.245,            0.069039,            0.092991,            0.014804,            0.024626,            0.050206,            0.005206,            0.005206
                  28,            0.062331,            0.024229,            0.022982,             0.60167,             0.21429,             0.19971,            0.080389,            0.093639,            0.014951,            0.024048,            0.048384,            0.005384,            0.005384
                  29,            0.063769,            0.025315,            0.021182,             0.70583,             0.35714,             0.25102,             0.06655,            0.095283,            0.015013,            0.023563,            0.046561,           0.0055612,           0.0055612
                  30,            0.063702,            0.023486,            0.023733,             0.70583,             0.35714,             0.25102,             0.06655,            0.095283,            0.015013,            0.023563,            0.044738,           0.0057377,           0.0057377
                  31,            0.064982,            0.021762,             0.02227,             0.82317,             0.13414,             0.18792,             0.10401,            0.092551,            0.015406,            0.023462,            0.042913,           0.0059133,           0.0059133
                  32,            0.065164,             0.02357,            0.022332,             0.10285,             0.43407,             0.10353,            0.031157,            0.096236,            0.016152,            0.022742,            0.041088,           0.0060882,           0.0060882
                  33,             0.06779,            0.019834,             0.02236,             0.10285,             0.43407,             0.10353,            0.031157,            0.096236,            0.016152,            0.022742,            0.039262,           0.0062622,           0.0062622
                  34,            0.068824,            0.021039,            0.022498,             0.70522,             0.25073,             0.23226,            0.070076,            0.091931,            0.016349,            0.022884,            0.037435,           0.0064355,           0.0064355
                  35,            0.061927,            0.023041,            0.020583,             0.64271,             0.28571,             0.17408,            0.037948,            0.089922,            0.016728,             0.02164,            0.035608,            0.006608,            0.006608
                  36,            0.064382,            0.025718,             0.02077,             0.64271,             0.28571,             0.17408,            0.037948,            0.089922,            0.016728,             0.02164,             0.03378,           0.0067797,           0.0067797
                  37,            0.063203,            0.024426,            0.023022,             0.18364,             0.28571,             0.20864,            0.066282,            0.092449,            0.016152,            0.021203,            0.031951,           0.0069505,           0.0069505
                  38,            0.054819,            0.022226,            0.021206,             0.64954,             0.27506,             0.14137,             0.04364,            0.096137,            0.016109,            0.020874,            0.030121,           0.0071207,           0.0071207
                  39,            0.061788,            0.022334,             0.02084,             0.64954,             0.27506,             0.14137,             0.04364,            0.096137,            0.016109,            0.020874,             0.02829,             0.00729,             0.00729
                  40,            0.062303,            0.020579,            0.018636,             0.20608,             0.28571,             0.23268,            0.093086,            0.092099,            0.015621,            0.020631,            0.026458,           0.0074585,           0.0074585
                  41,            0.060933,            0.024366,            0.019552,             0.19568,             0.32418,             0.22228,            0.081164,             0.09337,            0.015527,            0.019938,            0.024626,           0.0076262,           0.0076262
                  42,            0.059969,             0.01911,            0.018893,             0.19568,             0.32418,             0.22228,            0.081164,             0.09337,            0.015527,            0.019938,            0.022793,           0.0077931,           0.0077931
                  43,            0.060276,            0.022106,            0.020133,             0.24547,             0.21978,             0.11706,            0.030264,            0.092488,            0.014798,            0.018149,            0.020959,           0.0079593,           0.0079593
                  44,            0.065438,            0.019586,             0.01644,             0.24547,             0.21978,             0.11706,            0.030264,            0.092488,            0.014798,            0.018149,            0.019125,           0.0081246,           0.0081246
                  45,            0.062017,            0.019421,            0.018315,             0.43213,             0.43407,             0.31416,             0.10923,               0.089,            0.014705,            0.015115,            0.017289,           0.0082892,           0.0082892
                  46,            0.063432,            0.020326,            0.016261,             0.43213,             0.43407,             0.31416,             0.10923,               0.089,            0.014705,            0.015115,            0.015453,            0.008453,            0.008453
                  47,            0.067116,            0.017612,            0.016546,             0.28766,             0.25142,             0.13673,            0.053034,            0.088352,            0.013891,            0.016659,            0.013616,           0.0086159,           0.0086159
                  48,            0.064506,              0.0202,            0.018926,             0.28766,             0.25142,             0.13673,            0.053034,            0.088352,            0.013891,            0.016659,            0.011778,           0.0087781,           0.0087781
                  49,            0.058632,            0.023183,            0.016566,             0.20964,             0.36264,             0.14868,            0.050585,            0.083979,            0.014016,            0.016782,           0.0099395,           0.0089395,           0.0089395
                  50,            0.058593,             0.01856,            0.018989,             0.20964,             0.36264,             0.14868,            0.050585,            0.083979,            0.014016,            0.016782,             0.00901,             0.00901,             0.00901
                  51,            0.063244,            0.019917,            0.019387,             0.23549,             0.14835,             0.17041,            0.058764,            0.086682,             0.01339,            0.017107,             0.00901,             0.00901,             0.00901
                  52,            0.060272,            0.019967,            0.014598,             0.23549,             0.14835,             0.17041,            0.058764,            0.086682,             0.01339,            0.017107,           0.0089902,           0.0089902,           0.0089902
                  53,            0.057545,            0.019031,            0.014374,             0.19913,             0.36264,             0.20026,            0.075673,            0.087346,            0.013516,            0.017981,           0.0089704,           0.0089704,           0.0089704
                  54,            0.057905,            0.020897,            0.012211,             0.19913,             0.36264,             0.20026,            0.075673,            0.087346,            0.013516,            0.017981,           0.0089506,           0.0089506,           0.0089506
                  55,            0.058867,            0.020908,            0.019216,             0.12215,             0.29121,             0.16558,             0.08153,            0.089505,            0.013531,            0.019217,           0.0089308,           0.0089308,           0.0089308
                  56,            0.053967,            0.018428,            0.014381,             0.12215,             0.29121,             0.16558,             0.08153,            0.089505,            0.013531,            0.019217,            0.008911,            0.008911,            0.008911
                  57,            0.054927,            0.020854,            0.013633,              0.1237,             0.21978,             0.17273,            0.045414,            0.092186,            0.013206,            0.019845,           0.0088912,           0.0088912,           0.0088912
                  58,            0.054747,            0.020262,             0.01207,              0.1237,             0.21978,             0.17273,            0.045414,            0.092186,            0.013206,            0.019845,           0.0088714,           0.0088714,           0.0088714
                  59,            0.054661,            0.019957,            0.011832,            0.060959,             0.11538,             0.12122,            0.050793,            0.092116,            0.013188,            0.018025,           0.0088516,           0.0088516,           0.0088516
                  60,            0.055551,            0.019845,            0.010802,            0.060959,             0.11538,             0.12122,            0.050793,            0.092116,            0.013188,            0.018025,           0.0088318,           0.0088318,           0.0088318
                  61,            0.056187,            0.020678,            0.010842,            0.049584,             0.11538,             0.16727,            0.067115,            0.092229,            0.012643,            0.018543,            0.008812,            0.008812,            0.008812
                  62,            0.051554,            0.020526,           0.0096395,            0.049584,             0.11538,             0.16727,            0.067115,            0.092229,            0.012643,            0.018543,           0.0087922,           0.0087922,           0.0087922
                  63,            0.049016,            0.019752,            0.010966,             0.18235,             0.23605,             0.21228,            0.079976,            0.091537,             0.01237,            0.016923,           0.0087724,           0.0087724,           0.0087724
                  64,            0.053828,            0.020462,           0.0089612,             0.18235,             0.23605,             0.21228,            0.079976,            0.091537,             0.01237,            0.016923,           0.0087526,           0.0087526,           0.0087526
                  65,            0.055098,            0.019212,            0.011573,             0.20746,             0.32967,             0.19233,            0.084199,             0.08921,            0.012511,            0.016155,           0.0087328,           0.0087328,           0.0087328
                  66,            0.053638,            0.017541,           0.0077942,             0.20746,             0.32967,             0.19233,            0.084199,             0.08921,            0.012511,            0.016155,            0.008713,            0.008713,            0.008713
                  67,            0.056177,            0.018067,             0.00792,             0.32095,             0.25824,             0.22665,            0.090454,            0.090258,            0.012306,            0.014312,           0.0086932,           0.0086932,           0.0086932
                  68,            0.054949,            0.017867,            0.010083,             0.32095,             0.25824,             0.22665,            0.090454,            0.090258,            0.012306,            0.014312,           0.0086734,           0.0086734,           0.0086734
                  69,            0.056096,            0.019451,           0.0088607,             0.31717,             0.32967,             0.23826,            0.099159,            0.085986,            0.013251,            0.013753,           0.0086536,           0.0086536,           0.0086536
                  70,            0.056402,             0.01837,           0.0075122,             0.31717,             0.32967,             0.23826,            0.099159,            0.085986,            0.013251,            0.013753,           0.0086338,           0.0086338,           0.0086338
                  71,            0.053422,            0.020771,           0.0066863,             0.23026,              0.4011,             0.26337,             0.12976,             0.08979,            0.012391,            0.012554,            0.008614,            0.008614,            0.008614
                  72,            0.051056,            0.017864,           0.0078794,             0.23026,              0.4011,             0.26337,             0.12976,             0.08979,            0.012391,            0.012554,           0.0085942,           0.0085942,           0.0085942
                  73,            0.051006,            0.017489,           0.0051406,             0.40845,             0.36264,             0.31682,            0.091637,            0.090123,            0.012566,             0.01154,           0.0085744,           0.0085744,           0.0085744
                  74,            0.052029,            0.019837,           0.0085433,             0.40845,             0.36264,             0.31682,            0.091637,            0.090123,            0.012566,             0.01154,           0.0085546,           0.0085546,           0.0085546
                  75,            0.049494,             0.01831,           0.0049238,             0.44413,             0.21978,             0.28732,             0.16569,            0.088838,            0.012421,            0.011375,           0.0085348,           0.0085348,           0.0085348
                  76,            0.050639,            0.018991,           0.0072527,             0.44413,             0.21978,             0.28732,             0.16569,            0.088838,            0.012421,            0.011375,            0.008515,            0.008515,            0.008515
                  77,            0.050358,            0.021755,           0.0082072,             0.30093,             0.21332,             0.24641,             0.11055,            0.087161,            0.013063,            0.011078,           0.0084952,           0.0084952,           0.0084952
                  78,            0.051227,            0.018291,           0.0059892,             0.30093,             0.21332,             0.24641,             0.11055,            0.087161,            0.013063,            0.011078,           0.0084754,           0.0084754,           0.0084754
                  79,            0.051279,            0.021388,            0.006995,             0.38379,             0.36264,             0.40357,             0.16537,             0.08699,              0.0125,            0.010189,           0.0084556,           0.0084556,           0.0084556
                  80,            0.046874,            0.018739,           0.0070252,             0.38379,             0.36264,             0.40357,             0.16537,             0.08699,              0.0125,            0.010189,           0.0084358,           0.0084358,           0.0084358
                  81,            0.049843,            0.020244,           0.0085839,              0.3752,             0.36264,             0.34323,             0.13127,             0.08329,            0.013282,            0.010678,            0.008416,            0.008416,            0.008416
                  82,            0.045238,            0.015491,           0.0079025,              0.3752,             0.36264,             0.34323,             0.13127,             0.08329,            0.013282,            0.010678,           0.0083962,           0.0083962,           0.0083962
                  83,            0.046791,            0.017691,            0.007015,             0.38454,             0.36264,             0.37146,             0.15764,            0.086105,            0.012903,            0.010693,           0.0083764,           0.0083764,           0.0083764
                  84,            0.047881,            0.014348,           0.0061653,             0.38454,             0.36264,             0.37146,             0.15764,            0.086105,            0.012903,            0.010693,           0.0083566,           0.0083566,           0.0083566
                  85,            0.049516,            0.015973,           0.0054708,              0.5816,             0.36264,             0.45483,              0.1776,            0.081289,            0.013643,            0.010294,           0.0083368,           0.0083368,           0.0083368
                  86,            0.045405,            0.014888,           0.0040654,              0.5816,             0.36264,             0.45483,              0.1776,            0.081289,            0.013643,            0.010294,            0.008317,            0.008317,            0.008317
                  87,            0.045691,             0.01903,             0.00993,             0.46594,             0.43407,             0.44699,             0.11198,            0.082509,            0.013674,            0.007791,           0.0082972,           0.0082972,           0.0082972
                  88,            0.052391,            0.014204,            0.011325,             0.46594,             0.43407,             0.44699,             0.11198,            0.082509,            0.013674,            0.007791,           0.0082774,           0.0082774,           0.0082774
                  89,            0.051151,            0.017775,           0.0047608,             0.44566,             0.43407,             0.46161,              0.2765,            0.074578,            0.013571,           0.0055567,           0.0082576,           0.0082576,           0.0082576
                  90,            0.050106,             0.01807,           0.0058459,             0.44566,             0.43407,             0.46161,              0.2765,            0.074578,            0.013571,           0.0055567,           0.0082378,           0.0082378,           0.0082378
                  91,            0.053701,            0.017118,           0.0039965,             0.42633,             0.45215,             0.42487,             0.16025,            0.080237,            0.012332,           0.0061581,            0.008218,            0.008218,            0.008218
                  92,              0.0477,            0.019658,           0.0050307,             0.42633,             0.45215,             0.42487,             0.16025,            0.080237,            0.012332,           0.0061581,           0.0081982,           0.0081982,           0.0081982
                  93,            0.042876,             0.01656,           0.0066184,             0.48144,             0.50549,             0.49114,             0.21635,            0.078548,            0.012473,           0.0072002,           0.0081784,           0.0081784,           0.0081784
                  94,            0.050045,            0.019221,           0.0054843,             0.48144,             0.50549,             0.49114,             0.21635,            0.078548,            0.012473,           0.0072002,           0.0081586,           0.0081586,           0.0081586
                  95,            0.044106,            0.018898,           0.0043393,             0.48169,             0.43407,             0.43373,             0.14291,            0.083694,            0.012457,           0.0081068,           0.0081388,           0.0081388,           0.0081388
                  96,            0.050378,            0.017001,           0.0051497,             0.48169,             0.43407,             0.43373,             0.14291,            0.083694,            0.012457,           0.0081068,            0.008119,            0.008119,            0.008119
                  97,            0.049194,            0.016637,           0.0075387,             0.55164,             0.43407,             0.44829,             0.20301,             0.08057,            0.012697,           0.0069857,           0.0080992,           0.0080992,           0.0080992
                  98,            0.044467,            0.014826,           0.0064293,             0.55164,             0.43407,             0.44829,             0.20301,             0.08057,            0.012697,           0.0069857,           0.0080794,           0.0080794,           0.0080794
                  99,            0.044739,            0.019254,           0.0043031,              0.4962,             0.43407,             0.44145,             0.16983,            0.082724,             0.01318,           0.0070184,           0.0080596,           0.0080596,           0.0080596
                 100,            0.048055,            0.015149,           0.0060145,              0.4962,             0.43407,             0.44145,             0.16983,            0.082724,             0.01318,           0.0070184,           0.0080398,           0.0080398,           0.0080398
                 101,            0.047567,            0.016295,           0.0062591,             0.52442,             0.36264,             0.38734,             0.12204,             0.08298,             0.01366,           0.0098788,             0.00802,             0.00802,             0.00802
                 102,             0.04513,            0.019554,           0.0048911,             0.52442,             0.36264,             0.38734,             0.12204,             0.08298,             0.01366,           0.0098788,           0.0080002,           0.0080002,           0.0080002
                 103,            0.039006,            0.017013,           0.0060202,             0.54195,             0.34034,             0.38251,             0.13953,            0.086964,            0.013641,            0.014487,           0.0079804,           0.0079804,           0.0079804
                 104,            0.044846,            0.017378,           0.0077845,             0.54195,             0.34034,             0.38251,             0.13953,            0.086964,            0.013641,            0.014487,           0.0079606,           0.0079606,           0.0079606
                 105,            0.044347,            0.016352,           0.0045384,             0.51115,             0.29121,             0.39055,             0.15699,            0.082269,            0.013886,            0.015531,           0.0079408,           0.0079408,           0.0079408
                 106,            0.044872,            0.015004,           0.0055578,             0.51115,             0.29121,             0.39055,             0.15699,            0.082269,            0.013886,            0.015531,            0.007921,            0.007921,            0.007921
                 107,            0.044286,            0.018097,           0.0056564,             0.61183,             0.29079,             0.36936,             0.12676,            0.081736,             0.01359,            0.014427,           0.0079012,           0.0079012,           0.0079012
                 108,            0.042555,             0.01867,           0.0073799,             0.61183,             0.29079,             0.36936,             0.12676,            0.081736,             0.01359,            0.014427,           0.0078814,           0.0078814,           0.0078814
                 109,            0.043377,            0.017598,           0.0057208,             0.50565,             0.21978,             0.29786,             0.14716,            0.086079,            0.012566,            0.014182,           0.0078616,           0.0078616,           0.0078616
                 110,            0.046888,            0.015045,           0.0060116,             0.50565,             0.21978,             0.29786,             0.14716,            0.086079,            0.012566,            0.014182,           0.0078418,           0.0078418,           0.0078418
                 111,            0.049109,            0.015725,           0.0054402,             0.46254,             0.29121,             0.32755,              0.1112,            0.087984,            0.012939,            0.014366,            0.007822,            0.007822,            0.007822
                 112,            0.053214,            0.014059,           0.0092108,             0.46254,             0.29121,             0.32755,              0.1112,            0.087984,            0.012939,            0.014366,           0.0078022,           0.0078022,           0.0078022
                 113,            0.052646,            0.018053,           0.0044742,             0.26649,             0.29121,             0.31155,             0.13693,            0.086125,            0.013066,            0.013743,           0.0077824,           0.0077824,           0.0077824
                 114,            0.045655,               0.017,           0.0045263,             0.26649,             0.29121,             0.31155,             0.13693,            0.086125,            0.013066,            0.013743,           0.0077626,           0.0077626,           0.0077626
                 115,            0.046228,            0.016651,           0.0085457,             0.39953,             0.21978,             0.23235,            0.075259,            0.088675,            0.013589,            0.014342,           0.0077428,           0.0077428,           0.0077428
                 116,            0.042339,            0.015385,           0.0096878,             0.39953,             0.21978,             0.23235,            0.075259,            0.088675,            0.013589,            0.014342,            0.007723,            0.007723,            0.007723
                 117,            0.043896,            0.015569,           0.0053382,             0.31054,             0.14835,             0.18638,            0.089788,            0.084451,            0.014377,            0.017415,           0.0077032,           0.0077032,           0.0077032
                 118,            0.042204,            0.017676,           0.0048111,             0.31054,             0.14835,             0.18638,            0.089788,            0.084451,            0.014377,            0.017415,           0.0076834,           0.0076834,           0.0076834
                 119,            0.039008,            0.018095,           0.0063554,             0.19596,             0.17529,             0.17891,            0.092459,            0.088511,            0.014058,            0.019019,           0.0076636,           0.0076636,           0.0076636
                 120,            0.045021,            0.014479,           0.0045999,             0.19596,             0.17529,             0.17891,            0.092459,            0.088511,            0.014058,            0.019019,           0.0076438,           0.0076438,           0.0076438
                 121,            0.041348,            0.018414,           0.0056724,             0.36541,             0.14835,             0.19043,            0.087457,            0.087423,            0.014122,            0.018269,            0.007624,            0.007624,            0.007624
                 122,            0.039422,            0.015376,           0.0041152,             0.36541,             0.14835,             0.19043,            0.087457,            0.087423,            0.014122,            0.018269,           0.0076042,           0.0076042,           0.0076042
                 123,            0.041412,            0.017171,           0.0054736,             0.32816,             0.14835,             0.18071,             0.10657,            0.086487,            0.014213,            0.018442,           0.0075844,           0.0075844,           0.0075844
                 124,            0.040459,            0.018296,            0.011855,             0.32816,             0.14835,             0.18071,             0.10657,            0.086487,            0.014213,            0.018442,           0.0075646,           0.0075646,           0.0075646
                 125,            0.045026,            0.014969,           0.0096512,             0.43998,             0.14835,             0.15767,            0.096259,            0.085441,            0.014146,            0.018014,           0.0075448,           0.0075448,           0.0075448
                 126,            0.038267,            0.014067,           0.0061239,             0.43998,             0.14835,             0.15767,            0.096259,            0.085441,            0.014146,            0.018014,            0.007525,            0.007525,            0.007525
                 127,            0.039433,            0.017608,           0.0043543,             0.41868,             0.14835,             0.16545,            0.064311,            0.087026,             0.01428,            0.016871,           0.0075052,           0.0075052,           0.0075052
                 128,            0.044104,            0.015967,            0.005505,             0.41868,             0.14835,             0.16545,            0.064311,            0.087026,             0.01428,            0.016871,           0.0074854,           0.0074854,           0.0074854
                 129,            0.042147,            0.018944,           0.0058289,             0.56535,             0.20311,             0.22333,              0.1355,            0.085334,            0.014388,            0.015711,           0.0074656,           0.0074656,           0.0074656
                 130,            0.040447,            0.015045,           0.0051775,             0.56535,             0.20311,             0.22333,              0.1355,            0.085334,            0.014388,            0.015711,           0.0074458,           0.0074458,           0.0074458
                 131,            0.042242,            0.015528,           0.0039008,             0.35602,             0.21624,              0.1847,            0.086559,            0.086295,            0.014253,            0.016902,            0.007426,            0.007426,            0.007426
                 132,            0.038995,            0.015673,            0.005832,             0.35602,             0.21624,              0.1847,            0.086559,            0.086295,            0.014253,            0.016902,           0.0074062,           0.0074062,           0.0074062
                 133,            0.040459,            0.014128,           0.0044897,             0.50435,             0.29121,             0.24524,             0.12514,            0.085734,            0.014389,            0.027312,           0.0073864,           0.0073864,           0.0073864
                 134,            0.037936,            0.014921,           0.0050039,             0.50435,             0.29121,             0.24524,             0.12514,            0.085734,            0.014389,            0.027312,           0.0073666,           0.0073666,           0.0073666
                 135,            0.040161,            0.015673,           0.0044191,             0.50598,             0.25275,             0.22943,             0.12694,            0.085109,            0.014648,            0.033365,           0.0073468,           0.0073468,           0.0073468
                 136,            0.041595,            0.015931,           0.0034849,             0.50598,             0.25275,             0.22943,             0.12694,            0.085109,            0.014648,            0.033365,            0.007327,            0.007327,            0.007327
                 137,            0.041584,            0.014561,           0.0043049,             0.66343,             0.25275,             0.30816,             0.17703,            0.083944,            0.014942,             0.03568,           0.0073072,           0.0073072,           0.0073072
                 138,            0.037955,            0.015341,           0.0051245,             0.66343,             0.25275,             0.30816,             0.17703,            0.083944,            0.014942,             0.03568,           0.0072874,           0.0072874,           0.0072874
                 139,            0.038899,             0.01564,           0.0051161,             0.80143,             0.25275,             0.29598,             0.15073,             0.08176,            0.015172,            0.037026,           0.0072676,           0.0072676,           0.0072676
                 140,            0.037855,            0.018508,           0.0041348,             0.80143,             0.25275,             0.29598,             0.15073,             0.08176,            0.015172,            0.037026,           0.0072478,           0.0072478,           0.0072478
                 141,            0.039012,            0.012172,           0.0030912,             0.77706,             0.25275,             0.26861,             0.15109,            0.085011,            0.014694,             0.03849,            0.007228,            0.007228,            0.007228
                 142,            0.038792,            0.017751,           0.0052419,             0.77706,             0.25275,             0.26861,             0.15109,            0.085011,            0.014694,             0.03849,           0.0072082,           0.0072082,           0.0072082
                 143,            0.040631,            0.014465,           0.0037529,             0.65097,             0.38114,             0.34696,             0.14596,            0.083407,             0.01489,            0.041184,           0.0071884,           0.0071884,           0.0071884
                 144,            0.035333,            0.013771,           0.0038906,             0.65097,             0.38114,             0.34696,             0.14596,            0.083407,             0.01489,            0.041184,           0.0071686,           0.0071686,           0.0071686
                 145,            0.039061,            0.015673,           0.0045333,             0.67608,             0.32418,             0.29035,             0.14951,            0.084952,             0.01446,            0.039187,           0.0071488,           0.0071488,           0.0071488
                 146,            0.040306,            0.018149,           0.0036974,             0.67608,             0.32418,             0.29035,             0.14951,            0.084952,             0.01446,            0.039187,            0.007129,            0.007129,            0.007129
                 147,            0.036733,            0.017057,           0.0044183,             0.70819,              0.3956,             0.33056,             0.14372,            0.085247,            0.014313,            0.035256,           0.0071092,           0.0071092,           0.0071092
                 148,            0.039526,            0.014539,           0.0048388,             0.70819,              0.3956,             0.33056,             0.14372,            0.085247,            0.014313,            0.035256,           0.0070894,           0.0070894,           0.0070894
                 149,            0.036588,            0.014688,           0.0057086,              0.5384,              0.3956,             0.31313,              0.1624,            0.085858,            0.014046,            0.027034,           0.0070696,           0.0070696,           0.0070696
                 150,             0.03851,             0.01626,           0.0058739,              0.5384,              0.3956,             0.31313,              0.1624,            0.085858,            0.014046,            0.027034,           0.0070498,           0.0070498,           0.0070498
                 151,            0.040041,             0.01462,           0.0068713,             0.48514,             0.43407,             0.34636,             0.18062,            0.084496,            0.014159,            0.015258,             0.00703,             0.00703,             0.00703
                 152,            0.036189,             0.01261,           0.0055298,             0.48514,             0.43407,             0.34636,             0.18062,            0.084496,            0.014159,            0.015258,           0.0070102,           0.0070102,           0.0070102
                 153,            0.034352,            0.015552,           0.0034979,             0.49942,             0.42196,              0.3875,             0.21337,            0.085001,            0.014109,            0.013404,           0.0069904,           0.0069904,           0.0069904
                 154,            0.042975,            0.013808,           0.0048459,             0.49942,             0.42196,              0.3875,             0.21337,            0.085001,            0.014109,            0.013404,           0.0069706,           0.0069706,           0.0069706
                 155,            0.037242,            0.014327,           0.0045294,             0.54344,             0.36264,             0.37157,              0.1942,            0.084705,            0.014487,            0.014887,           0.0069508,           0.0069508,           0.0069508
                 156,             0.03919,            0.015211,           0.0036674,             0.54344,             0.36264,             0.37157,              0.1942,            0.084705,            0.014487,            0.014887,            0.006931,            0.006931,            0.006931
                 157,            0.039864,            0.014005,           0.0068642,             0.52022,             0.36264,             0.38483,             0.20504,            0.083456,            0.014444,            0.018431,           0.0069112,           0.0069112,           0.0069112
                 158,            0.032524,            0.015081,           0.0027217,             0.52022,             0.36264,             0.38483,             0.20504,            0.083456,            0.014444,            0.018431,           0.0068914,           0.0068914,           0.0068914
                 159,            0.038242,            0.015873,           0.0025996,             0.51577,             0.34508,             0.38397,             0.15461,             0.08399,            0.014323,            0.020442,           0.0068716,           0.0068716,           0.0068716
                 160,            0.036698,            0.013816,           0.0051664,             0.51577,             0.34508,             0.38397,             0.15461,             0.08399,            0.014323,            0.020442,           0.0068518,           0.0068518,           0.0068518
